,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,averageRating,numVotes,seriesScore,seriesRank,episodeScore,episodeRank,totalRuntime,combinedMetric
5534,tt0098737,tvSeries,Alfred J. Kwak,Alfred J. Kwak,1989,1991,7.8,2567,6.41,29327,6.448076923076924,12132,2012,20.666086538461542
5535,tt15779356,tvSeries,The Whistleblower,The Whistleblower,2021,2021,7.4,1440,6.21,43494,6.655555555555555,6946,348,20.665499999999998
5536,tt3280150,tvMiniSeries,The Heavy Water War: Stopping Hitler's Atomic Bomb,Kampen om tungtvannet,2015,2015,7.9,7703,6.49,26029,6.368333333333333,14474,264,20.665241666666667
5537,tt0103352,tvSeries,Are You Afraid of the Dark?,Are You Afraid of the Dark?,1990,2000,8.2,16042,6.68,14203,6.186923076923077,20372,2019,20.664323076923075
5538,tt0086667,tvMiniSeries,The Barchester Chronicles,The Barchester Chronicles,1982,1982,8.1,1203,6.56,19861,6.3,16495,271,20.663999999999998
5539,tt16434892,tvSeries,Don't Call it Mystery,Misuteri to iunakare,2022,2023,7.7,443,6.35,33200,6.508333333333333,10315,464,20.66395833333333
5540,tt0098801,tvSeries,Gabriel's Fire,Gabriel's Fire,1990,1991,7.2,162,6.1,51063,6.775,4930,77,20.66375
5541,tt1638319,tvSeries,House of Anubis,House of Anubis,2011,2023,7.3,5368,6.17,47194,6.698082191780822,6331,3571,20.663583561643836
5542,tt3216586,tvSeries,The Brink,The Brink,2015,2015,7.7,14687,6.42,29239,6.437,12394,267,20.662770000000002
5543,tt0402672,tvSeries,Legends,Legends,2000,2002,6.6,32,5.8,70878,7.125,1534,77,20.662499999999998
5544,tt8315874,tvSeries,Boys Over Flowers 2,Hana Nochi Hare: Hanadan Next Season,2018,2018,6.6,202,5.8,70878,7.125,1534,77,20.662499999999998
5545,tt0872045,tvSeries,Forensic Investigators,Forensic Investigators,2004,2006,8.1,150,6.55,20049,6.3090909090909095,16287,961,20.66227272727273
5546,tt8424430,tvSeries,My Little Pony Equestria Girls: Choose Your Own Ending,My Little Pony Equestria Girls: Choose Your Own Ending,2017,2019,8.0,55,6.5,22931,6.357236842105263,14791,2940,20.661019736842107
5547,tt0353867,tvSeries,Peacemakers,Peacemakers,2003,2003,8.0,686,6.5,22931,6.357142857142857,14793,271,20.660714285714285
5548,tt0083438,tvSeries,Kottan ermittelt,Kottan ermittelt,1976,1983,8.5,460,6.75,10135,6.1215789473684215,22247,1380,20.660328947368424
5549,tt8364940,tvSeries,Britain's Best Home Cook,Britain's Best Home Cook,2018,2020,7.8,284,6.4,29536,6.45625,11779,932,20.66
5550,tt0073971,tvMiniSeries,Captains and the Kings,Captains and the Kings,1976,1976,7.8,510,6.4,29536,6.45625,11779,489,20.66
5551,tt4622118,tvSeries,Vikings: Athelstan's Journal,Vikings: Athelstan's Journal,2015,2015,7.9,1286,6.46,26185,6.3961538461538465,13733,503,20.659576923076923
5552,tt0807980,tvSeries,The Amazing Mrs Pritchard,The Amazing Mrs Pritchard,2006,2006,7.6,518,6.3,36558,6.558333333333334,9129,359,20.65875
5553,tt8968158,tvSeries,House Arrest,Domashniy arest,2018,2018,7.9,1426,6.46,26185,6.395833333333333,13740,840,20.658541666666665
5554,tt9883888,tvSeries,Home,Home,2019,2020,7.9,1125,6.46,26185,6.395833333333333,13740,360,20.658541666666665
5555,tt4735850,tvSeries,So Awkward,So Awkward,2015,2020,7.3,287,6.15,47492,6.718181818181819,5799,426,20.658409090909092
5556,tt3692970,tvMiniSeries,Night and the Doctor,Night and the Doctor,2011,2011,8.2,829,6.6,16855,6.26,17971,17,20.657999999999998
5557,tt2731624,tvSeries,Plebs,Plebs,2013,2019,7.8,8887,6.44,29151,6.4155263157894735,12974,859,20.657994736842106
5558,tt14734228,tvSeries,With Love,With Love,2021,2023,7.2,2801,6.11,50854,6.761818181818182,5127,426,20.657354545454545
5559,tt3317064,tvSeries,Short Poppies,Short Poppies,2014,2014,7.7,850,6.35,33200,6.50625,10363,175,20.65734375
5560,tt0052453,tvSeries,Bourbon Street Beat,Bourbon Street Beat,1959,1960,7.8,195,6.4,29536,6.455128205128205,11801,2328,20.656410256410258
5561,tt16420408,tvSeries,Graveyard,Mezarlik,2022,2022,7.8,2876,6.41,29327,6.445,12177,424,20.656225000000003
5562,tt8453458,tvSeries,Uspjeh,Uspjeh,2019,2019,7.8,2540,6.41,29327,6.445,12177,306,20.656225000000003
5563,tt5595268,tvSeries,Fox,Fox,2016,2019,7.7,41,6.35,33200,6.505769230769231,10374,2012,20.655817307692306
5564,tt19800324,tvSeries,Shooting Stars,Byeolttongbyeol,2022,2022,7.6,2818,6.31,36347,6.546875,9486,619,20.655390625
5565,tt4543708,tvSeries,Impastor,Impastor,2015,2016,7.6,4071,6.32,36264,6.536499999999999,9661,424,20.65534
5566,tt0446241,tvSeries,Over There,Over There,2005,2005,7.8,4502,6.42,29239,6.434615384615385,12444,582,20.655115384615385
5567,tt12742136,tvMiniSeries,Street Food: Latin America,Street Food: Latin America,2020,2020,7.7,1603,6.36,32986,6.495,10904,232,20.6541
5568,tt11012086,tvSeries,Destination Fear,Destination Fear,2019,2023,7.1,1793,6.06,54759,6.816530612244898,4327,2102,20.65408775510204
5569,tt13323596,tvMiniSeries,The Long Shadow,The Long Shadow,2023,2023,7.8,5998,6.43,29187,6.424285714285714,12770,341,20.65407857142857
5570,tt0069627,tvSeries,Schoolhouse Rock!,Schoolhouse Rock!,1973,2009,8.2,4284,6.62,16652,6.239375,18693,240,20.65233125
5571,tt0386149,tvSeries,Absolute Power,Absolute Power,2003,2005,8.1,1027,6.56,19861,6.295833333333333,16948,338,20.650333333333332
5572,tt0115320,tvSeries,The Pretender,The Pretender,1996,2000,7.5,16952,6.33,36208,6.52453488372093,9974,4022,20.650152906976743
5573,tt13587032,tvSeries,"Yosi, the Regretful Spy","Iosi, el espía arrepentido",2022,2023,7.7,1286,6.36,32986,6.49375,10923,960,20.650125000000003
5574,tt0398463,tvSeries,Family Business,Family Business,2004,2004,6.8,27,5.9,64836,7.0,2292,39,20.650000000000002
5575,tt0297632,tvSeries,Sooty & Co.,Sooty & Co.,1993,1998,6.8,415,5.9,64836,7.0,2292,20,20.650000000000002
5576,tt10382912,tvSeries,Sweet Diva,A Dona do Pedaço,2019,2019,6.8,221,5.9,64836,7.0,2292,65,20.650000000000002
5577,tt0775406,tvSeries,Waterfront,Waterfront,2006,2006,7.0,53,6.0,58225,6.883333333333333,3557,116,20.65
5578,tt4384086,tvSeries,Life in Pieces,Life in Pieces,2015,2019,8.0,16898,6.58,19754,6.276582278481013,17451,1653,20.649955696202532
5579,tt0285332,tvSeries,The Agency,The Agency,2001,2003,7.3,2877,6.16,47267,6.704444444444444,5974,3262,20.64968888888889
5580,tt5924572,tvSeries,Deadly Class,Deadly Class,2018,2019,7.5,19065,6.34,36175,6.514,10198,445,20.64938
5581,tt0303453,tvSeries,You Are My Soul Mate!,Eisai to tairi mou!,2001,2002,8.4,3575,6.72,11989,6.145,21630,1161,20.647199999999998
5582,tt0452568,tvSeries,Sugar Rush,Sugar Rush,2005,2006,7.7,4248,6.37,32902,6.4825,11187,463,20.6467625
5583,tt0066671,tvSeries,Jackson 5ive,Jackson 5ive,1971,1973,6.6,317,5.8,70878,7.119565217391305,1573,546,20.64673913043478
5584,tt8726102,tvMiniSeries,Thai Cave Rescue,Thai Cave Rescue,2022,2022,7.8,2350,6.41,29327,6.441666666666666,12249,232,20.645541666666666
5585,tt4651812,tvSeries,No Activity,No Activity,2015,2018,7.7,1388,6.36,32986,6.492307692307692,10955,403,20.64553846153846
5586,tt0236902,tvSeries,Hafenpolizei,Hafenpolizei,1963,1966,8.4,68,6.7,12160,6.162820512820512,21031,959,20.645448717948717
5587,tt13286468,tvSeries,Mama's Cake,I tourta tis mamas,2020,2022,8.3,261,6.65,14443,6.208870967741936,19520,2399,20.644495967741936
5588,tt0129695,tvSeries,The Magnificent Seven,The Magnificent Seven,1998,2000,7.4,1886,6.21,43494,6.6481818181818175,7249,1015,20.642604545454542
5589,tt27922404,tvMiniSeries,Daughters of the Cult,Daughters of the Cult,2024,2024,6.5,342,5.75,73709,7.18,1252,229,20.6425
5590,tt0065305,tvSeries,The Interns,The Interns,1970,1971,7.5,65,6.25,40251,6.605555555555556,7915,540,20.642361111111114
5591,tt3501074,tvSeries,Madam Secretary,Madam Secretary,2014,2019,7.8,26139,6.52,22687,6.331916666666667,15642,5192,20.642048333333335
5592,tt0061289,tvSeries,Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion,Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion,1966,1966,8.0,1054,6.51,22758,6.341428571428572,15382,411,20.64135
5593,tt11633010,tvMiniSeries,Monty Don's American Gardens,Monty Don's American Gardens,2020,2020,7.9,68,6.45,26368,6.3999999999999995,13641,177,20.64
5594,tt6903230,tvSeries,American Dynasties: The Kennedys,American Dynasties: The Kennedys,2018,2018,7.8,503,6.4,29536,6.45,11877,252,20.64
5595,tt22873700,tvSeries,Gaus Electronics,Gaus Electronics,2022,2022,7.9,588,6.45,26368,6.4,13302,39,20.64
5596,tt0260596,tvSeries,100 Centre Street,100 Centre Street,2001,2002,7.9,205,6.45,26368,6.4,13302,39,20.64
5597,tt6326628,tvMiniSeries,Walt Disney,Walt Disney,2015,2016,7.9,261,6.45,26368,6.4,13302,118,20.64
5598,tt1305632,tvSeries,Midnight DJ,Midnight DJ,2008,2011,7.9,30,6.45,26368,6.4,13302,45,20.64
5599,tt11693202,tvSeries,Blue Birds Island,Ostrovat na sinite ptitsi,2019,2019,7.9,25,6.45,26368,6.4,13302,39,20.64
5600,tt0089018,tvMiniSeries,Manuel on the Island of Wonders,Manoel dans l'île des merveilles,1984,1984,7.9,252,6.45,26368,6.3999999999999995,13641,75,20.64
5601,tt0077052,tvMiniSeries,The Mayor of Casterbridge,The Mayor of Casterbridge,1978,1978,7.9,342,6.45,26368,6.3999999999999995,13641,271,20.64
5602,tt1494540,tvSeries,The Office: Blackmail,The Office: Blackmail,2009,2009,7.9,420,6.45,26368,6.4,13302,155,20.64
5603,tt29723136,tvSeries,Castle in the Time,Shi Guang Zhi Cheng,2023,2024,7.9,27,6.45,26368,6.4,13302,660,20.64
5604,tt0068094,tvMiniSeries,Livsens ondskab,Livsens ondskab,1972,1972,7.9,102,6.45,26368,6.4,13302,39,20.64
5605,tt3784006,tvSeries,Suits Webisodes,Suits Webisodes,2012,2014,7.9,515,6.45,26368,6.4,13302,310,20.64
5606,tt20603316,tvSeries,Var Bunlar,Var Bunlar,2022,2023,7.8,626,6.4,29536,6.449999999999999,12091,1006,20.64
5607,tt0964941,tvSeries,Pioneers of Television,Pioneers of Television,2008,2019,8.0,251,6.5,22931,6.3505882352941185,14927,943,20.639411764705883
5608,tt0090500,tvSeries,Pee-wee's Playhouse,Pee-wee's Playhouse,1986,1991,8.1,5264,6.58,19754,6.273333333333333,17617,1114,20.639266666666668
5609,tt0058812,tvSeries,Hogan's Heroes,Hogan's Heroes,1965,1971,7.8,12082,6.46,26185,6.389583333333333,13908,4958,20.638354166666666
5610,tt0088518,tvMiniSeries,The Flying Doctors,The Flying Doctors,1985,1985,7.2,173,6.1,51063,6.766666666666667,5056,116,20.638333333333332
5611,tt13038854,tvSeries,Minecraft Manhunt,Minecraft Manhunt,2019,2021,7.4,837,6.2,43730,6.657407407407407,6925,995,20.637962962962963
5612,tt0417332,tvSeries,Ideal,Ideal,2005,2011,8.2,2956,6.61,16720,6.2444444444444445,18555,1492,20.63788888888889
5613,tt0211885,tvSeries,World's Strongest Man,The World's Strongest Man,1977,2024,8.0,231,6.5,22931,6.3500000000000005,14931,116,20.637500000000003
5614,tt16091378,tvMiniSeries,The Lakes with Simon Reeve,The Lakes with Simon Reeve,2021,2021,8.0,89,6.5,22931,6.3500000000000005,14931,176,20.637500000000003
5615,tt0369035,tvSeries,Tyranny,Tyranny,2008,2012,7.7,123,6.35,33200,6.5,10435,39,20.6375
5616,tt15472284,tvSeries,The Cotswolds with Pam Ayres,The Cotswolds with Pam Ayres,2021,2022,8.0,25,6.5,22931,6.35,14996,88,20.6375
5617,tt0180386,tvSeries,Whicker's World,Whicker's World,1959,1994,7.7,49,6.35,33200,6.5,10435,114,20.6375
5618,tt1803502,tvSeries,Pets 101,Pets 101,2010,2011,7.7,64,6.35,33200,6.5,10435,43,20.6375
5619,tt14475988,tvMiniSeries,The Line,The Line,2021,2021,7.7,1074,6.35,33200,6.5,10435,223,20.6375
5620,tt0058845,tvMiniSeries,Die Schlüssel,Die Schlüssel,1965,1965,7.7,47,6.35,33200,6.5,10435,80,20.6375
5621,tt11813850,tvMiniSeries,Mord im Konsulat: Mohammed bin Salman und der Fall Khashoggi,Mord im Konsulat: Mohammed bin Salman und der Fall Khashoggi,2019,2019,8.0,14,6.5,22931,6.35,14996,104,20.6375
5622,tt2388152,tvSeries,About: Kate,About: Kate,2013,2013,7.7,43,6.35,33200,6.5,10435,39,20.6375
5623,tt6416250,tvSeries,Secret Life of the Wombat,Secret Life of the Wombat,2016,2016,7.7,25,6.35,33200,6.5,10435,95,20.6375
5624,tt27988790,tvMiniSeries,Ancient Egypt: Chronicles of an Empire,Ancient Egypt: Chronicles of an Empire,2022,2022,7.7,15,6.35,33200,6.5,10435,39,20.6375
5625,tt8836830,tvSeries,Bhairavi: Aavigalukku Priyamanaval,Bhairavi: Aavigalukku Priyamanaval,2012,2017,8.0,34,6.5,22931,6.35,14996,39,20.6375
5626,tt5292622,tvMiniSeries,When We Rise,When We Rise,2017,2017,7.5,3358,6.27,39919,6.5825,8618,341,20.636137499999997
5627,tt6600720,tvMiniSeries,Hitler's Circle of Evil,Hitler's Circle of Evil,2018,2018,8.0,4971,6.52,22687,6.33,15690,519,20.6358
5628,tt0118363,tvSeries,Jonathan Creek,Jonathan Creek,1997,2016,8.1,8863,6.59,19709,6.2625,17891,2043,20.6349375
5629,tt7671598,tvSeries,Messiah,Messiah,2020,2020,7.6,46407,6.51,22758,6.339,15439,449,20.633445000000002
5630,tt0259733,tvSeries,Waking the Dead,Waking the Dead,2000,2011,7.9,6344,6.48,26059,6.368152173913043,14476,5335,20.63281304347826
5631,tt10264026,tvSeries,Cine Holliúdy: A Série,Cine Holliúdy: A Série,2019,2023,7.6,116,6.3,36558,6.55,9268,193,20.6325
5632,tt12059644,tvMiniSeries,Better Call Saul: Ethics Training with Kim Wexler,Better Call Saul: Ethics Training with Kim Wexler,2020,2020,8.1,570,6.55,20049,6.3,16495,32,20.6325
5633,tt0068043,tvSeries,The Aunty Jack Show,The Aunty Jack Show,1972,1973,8.1,91,6.55,20049,6.3,16495,30,20.6325
5634,tt26505945,tvMiniSeries,Katarsis,Katarsis,2023,2023,7.6,116,6.3,36558,6.55,9268,56,20.6325
5635,tt2811158,tvSeries,Kochira Katsushika-ku Kameari Koen Mae Hashutsujo,Kochira Katsushika-ku Kameari Koen Mae Hashutsujo,1996,2004,8.1,581,6.55,20049,6.3,16495,75,20.6325
5636,tt1232319,tvSeries,The Growing Pains of Adrian Mole,The Growing Pains of Adrian Mole,1987,1987,7.6,180,6.3,36558,6.55,9268,156,20.6325
5637,tt0400992,tvSeries,Cosita rica,Cosita rica,2003,2004,8.1,70,6.55,20049,6.3,16495,60,20.6325
5638,tt1181688,tvSeries,Even Further Abroad,Even Further Abroad,1997,1999,7.6,11,6.3,36558,6.55,9268,116,20.6325
5639,tt0191700,tvSeries,The Legend of William Tell,The Legend of William Tell,1998,1998,7.1,286,6.05,54957,6.82,4282,260,20.6305
5640,tt4241744,tvSeries,Arkadasim Hosgeldin,Arkadasim Hosgeldin,2013,2015,7.8,3324,6.42,29239,6.426923076923077,12638,1509,20.630423076923076
5641,tt10684374,tvSeries,The Ghost and Molly McGee,The Ghost and Molly McGee,2021,2024,7.5,1786,6.26,40009,6.590975609756098,8470,941,20.629753658536586
5642,tt9584920,tvSeries,The Quintessential Quintuplets,Go-Toubun no Hanayome,2019,2021,7.7,6757,6.38,32860,6.466666666666666,11533,576,20.628666666666664
5643,tt4195264,tvSeries,Five Brothers,Bes Kardes,2015,2015,8.4,3626,6.72,11989,6.139230769230769,21776,1386,20.627815384615385
5644,tt0068077,tvSeries,Hec Ramsey,Hec Ramsey,1972,1974,7.8,417,6.4,29536,6.446000000000001,12165,787,20.627200000000002
5645,tt0157246,tvSeries,Will & Grace,Will & Grace,1998,2020,7.4,59777,6.47,26111,6.376178861788618,14235,5536,20.62693861788618
5646,tt5954268,tvSeries,D.Gray-man Hallow,D.Gray-man Hallow,2016,2016,7.4,741,6.2,43730,6.653846153846154,6972,301,20.626923076923077
5647,tt1769411,tvSeries,Accused,Accused,2010,2012,7.9,2887,6.46,26185,6.386,13992,597,20.62678
5648,tt0054574,tvSeries,'Way Out,'Way Out,1961,1961,7.8,186,6.4,29536,6.445833333333333,12167,356,20.626666666666665
5649,tt3077282,tvSeries,Once Upon a Time,Roozi Roozegari,1991,1992,8.3,1380,6.66,14317,6.194117647058824,20208,755,20.626411764705882
5650,tt0102879,tvMiniSeries,Separate But Equal,Separate But Equal,1991,1991,7.5,770,6.25,40251,6.6,8019,240,20.625
5651,tt8396890,tvSeries,Queen America,Queen America,2018,2019,7.0,424,6.0,58225,6.875,3625,387,20.625
5652,tt21340072,tvSeries,Emoji,Emoji,2022,2022,6.0,158,5.5,85228,7.5,24,39,20.625
5653,tt2180697,tvMiniSeries,Australia on Trial,Australia on Trial,2012,2012,8.2,24,6.6,16855,6.25,18178,77,20.625
5654,tt1868808,tvSeries,Maria la del Barrio,Maria la del Barrio,2011,2012,7.5,108,6.25,40251,6.6,8019,39,20.625
5655,tt6209406,tvSeries,When a Snail Falls in Love,Ru guo wo niu you ai qing,2016,2016,7.5,335,6.25,40251,6.6,8019,33,20.625
5656,tt13956724,tvSeries,Line in the Sand,HaShotrim,2021,2023,7.5,305,6.25,40251,6.6,8019,310,20.625
5657,tt11697282,tvSeries,Spiritpact,Ling Qi,2016,2018,7.5,297,6.25,40251,6.6,8019,39,20.625
5658,tt1800845,tvSeries,Elevator,Elevator,2007,2011,7.5,35,6.25,40251,6.6,8019,77,20.625
5659,tt7329322,tvSeries,Prime Japan: Nihon no kokoro ni deau,Prime Japan: Nihon no kokoro ni deau,2016,2017,7.5,93,6.25,40251,6.6,8019,39,20.625
5660,tt0816371,tvSeries,Casado con Hijos,Casado con Hijos,2006,2023,7.5,312,6.25,40251,6.6,8019,39,20.625
5661,tt8785372,tvSeries,The Athena,The Athena,2019,2019,7.5,105,6.25,40251,6.6,8019,39,20.625
5662,tt0439392,tvSeries,Love Story in Harvard,Rubeusutori in Habeodeu,2004,2005,7.5,294,6.25,40251,6.6,8019,60,20.625
5663,tt0122337,tvSeries,Captain Simian & The Space Monkeys,Captain Simian & The Space Monkeys,1996,1997,7.5,275,6.25,40251,6.6,8019,155,20.625
5664,tt3364792,tvSeries,Horse Doctor,Maui,2012,2013,7.5,186,6.25,40251,6.6,8019,39,20.625
5665,tt0395410,tvSeries,Significant Others,Significant Others,2004,2004,7.5,140,6.25,40251,6.6,8019,39,20.625
5666,tt5295524,tvSeries,Crashing,Crashing,2016,2016,7.6,25666,6.42,29239,6.425,12684,180,20.62425
5667,tt0060038,tvSeries,Ultraman: A Special Effects Fantasy Series,Urutoraman: Kûsô tokusatsu shirîzu,1966,1967,7.9,1007,6.45,26368,6.3950000000000005,13752,1008,20.623875
5668,tt0045458,tvSeries,You Are There,You Are There,1953,1972,8.4,200,6.7,12160,6.15625,21193,480,20.6234375
5669,tt0331802,tvSeries,Vechnyy zov,Vechnyy zov,1973,1983,7.8,288,6.4,29536,6.4447368421052635,12189,735,20.623157894736845
5670,tt0205700,tvSeries,Titus,Titus,2000,2002,7.6,6135,6.33,36208,6.515925925925926,10161,1224,20.62290555555556
5671,tt1122747,tvSeries,The Peter Serafinowicz Show,The Peter Serafinowicz Show,2007,2008,8.0,1285,6.51,22758,6.335714285714286,15524,196,20.62275
5672,tt0134257,tvSeries,Operation Good Guys,Operation Good Guys,1997,2000,8.1,551,6.55,20049,6.296875,16924,462,20.622265625
5673,tt7971476,tvSeries,The Politician,The Politician,2019,2020,7.5,24378,6.36,32986,6.484666666666667,11116,652,20.62124
5674,tt12057106,tvSeries,Tower of God,Kami no Tou,2020,2020,7.6,7032,6.33,36208,6.515384615384615,10169,503,20.621192307692308
5675,tt28261206,tvMiniSeries,Horimiya: The Missing Pieces,Horimiya -piece-,2023,2023,7.8,1113,6.41,29327,6.4338461538461535,12461,503,20.62047692307692
5676,tt7340800,tvSeries,Byeonhyeokui Sarang,Byeonhyeokui Sarang,2017,2017,6.9,856,5.95,61763,6.93125,3009,1093,20.62046875
5677,tt5900600,tvMiniSeries,Les Misérables,Les Misérables,2018,2019,7.8,9142,6.44,29151,6.40375,13262,500,20.620075
5678,tt0062539,tvSeries,Adam-12,Adam-12,1968,1975,7.7,4882,6.37,32902,6.474022988505747,11407,4350,20.619763218390805
5679,tt0292800,tvSeries,The Grim Adventures of Billy & Mandy,Grim & Evil,2001,2007,7.7,26127,6.47,26111,6.373764705882353,14354,1929,20.61912882352941
5680,tt10936342,tvSeries,Transplant,Transplant,2020,2024,7.9,5376,6.48,26059,6.3638775510204075,14607,2107,20.61896326530612
5681,tt3342990,tvSeries,Fröken Frimans krig,Fröken Frimans krig,2013,2017,7.8,1270,6.41,29327,6.433333333333334,12466,699,20.618833333333335
5682,tt0465689,tvMiniSeries,The Laser Man,Lasermannen,2005,2005,7.9,1142,6.46,26185,6.383333333333333,14042,270,20.618166666666664
5683,tt0090455,tvMiniSeries,If Tomorrow Comes,If Tomorrow Comes,1986,1986,7.7,1953,6.36,32986,6.483333333333333,11131,310,20.617
5684,tt2514438,tvSeries,High Maintenance,High Maintenance,2012,2015,8.2,5050,6.62,16652,6.228421052631579,18995,228,20.616073684210527
5685,tt6070434,tvSeries,Hashoter Hatov,Hashoter Hatov,2015,2019,7.5,454,6.25,40251,6.596875,8375,619,20.615234375
5686,tt5151816,tvSeries,Chesapeake Shores,Chesapeake Shores,2016,2022,7.5,9162,6.29,39822,6.55490909090909,9202,2428,20.61518909090909
5687,tt6441720,tvSeries,The Good Karma Hospital,The Good Karma Hospital,2017,2023,7.9,2824,6.46,26185,6.3824000000000005,14106,1162,20.615152000000002
5688,tt0124255,tvSeries,Science Court,Science Court,1997,2000,8.3,194,6.65,14443,6.2,19683,39,20.615000000000002
5689,tt2404115,tvSeries,"Rich Man, Poor Woman","Rich Man, Poor Woman",2012,2012,7.4,1075,6.2,43730,6.65,7014,54,20.615000000000002
5690,tt1107614,tvSeries,Lalola,Lalola,2007,2008,7.4,393,6.2,43730,6.65,7014,77,20.615000000000002
5691,tt11759082,tvSeries,Arabia with Levison Wood,Arabia with Levison Wood,2019,2019,8.3,154,6.65,14443,6.2,19683,218,20.615000000000002
5692,tt6135074,tvSeries,Serge le Mytho,Serge le Mytho,2016,2017,7.7,372,6.35,33200,6.492857142857143,10944,271,20.614821428571428
5693,tt0330251,tvSeries,The L Word,The L Word,2004,2009,7.7,28529,6.48,26059,6.362571428571428,14625,3720,20.614731428571428
5694,tt0180385,tvSeries,Das unsichtbare Visier,Das unsichtbare Visier,1973,1979,8.2,56,6.6,16855,6.246875,18512,1228,20.6146875
5695,tt14115938,tvSeries,The Eminence in Shadow,Kage no Jitsuryokusha ni Naritakute!,2022,2023,7.9,5653,6.48,26059,6.3625,14626,1238,20.6145
5696,tt15433166,tvSeries,Mobile Suit Gundam: The Witch from Mercury,Kidô senshi Gandamu: Suisei no majo,2022,2023,7.5,1184,6.26,40009,6.586,8542,967,20.61418
5697,tt0118500,tvSeries,USA High,USA High,1997,1999,6.5,656,5.75,73709,7.17,1292,39,20.61375
